case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-008192,Port Connectivity,Karnataka,Mysuru,143.1,235,272,1,65.0,84.5,69.7,77.8,72.2,81.3,97.0,3,5,3,48,3,18.8,43.4,48.0,17.6,56.3,35.4,15.5,272,143.1,235,1.1,1.8,872.1,0,0.0,0
CASE-008193,Expressway / Highway,Karnataka,Bengaluru Rural,408.9,298,368,4,52.4,14.2,62.5,31.2,14.5,22.0,55.9,17,24,5,203,6,57.8,76.7,42.0,7.9,70.5,39.6,37.2,368,408.9,298,3.8,6.5,4335.4,1,6.3,189
CASE-008194,Ring Road / Bypass,Tamil Nadu,Coimbatore,208.1,212,237,4,59.5,50.7,84.6,57.8,63.2,47.6,75.4,14,20,2,80,4,51.1,59.8,18.0,14.5,45.4,29.2,23.1,237,208.1,212,4.1,8.4,1476.5,0,0.0,0
CASE-008195,Port Connectivity,Karnataka,Dakshina Kannada,382.2,642,376,5,58.0,53.3,69.6,54.0,54.0,44.9,54.5,21,35,6,138,7,60.7,93.0,18.0,10.3,55.4,43.5,27.3,376,382.2,642,4.9,9.3,2689.1,1,1.4,42
CASE-008196,Expressway / Highway,Karnataka,Mysuru,237.5,907,508,3,52.2,64.6,79.3,37.8,54.3,60.6,59.1,12,14,3,253,0,63.7,63.4,30.0,14.2,83.8,30.0,22.0,508,237.5,907,2.8,2.8,1265.6,0,0.0,0
CASE-008197,Freight Corridor,Telangana,Sangareddy,208.2,517,403,3,67.4,58.5,71.1,50.1,51.3,46.3,58.7,16,26,5,161,3,39.2,45.5,24.0,5.5,41.6,36.5,28.7,403,208.2,517,2.9,6.5,2788.9,0,0.0,0
CASE-008198,Expressway / Highway,Karnataka,Belagavi,167.4,259,224,2,46.2,45.3,80.9,66.3,69.0,45.8,85.0,10,15,3,60,3,56.4,51.4,24.0,17.5,39.1,28.0,11.5,224,167.4,259,2.4,6.7,1914.8,0,0.0,0
CASE-008199,Port Connectivity,Maharashtra,Thane,286.3,637,557,5,59.7,53.3,47.3,37.7,43.9,35.3,49.3,16,20,8,278,6,57.5,70.5,36.0,21.3,53.9,32.3,32.1,557,286.3,637,5.0,3.6,3741.6,0,0.0,0
CASE-008200,Port Connectivity,Tamil Nadu,Chennai,302.9,628,513,5,71.3,0.0,35.5,24.3,8.1,6.0,49.6,22,24,7,300,11,92.1,111.9,36.0,28.1,74.3,41.2,41.9,513,302.9,628,4.9,4.7,3737.7,1,12.8,384
CASE-008201,Expressway / Highway,Tamil Nadu,Madurai,248.7,348,291,4,59.0,87.7,97.2,94.4,97.0,94.1,93.7,8,10,1,13,2,32.0,13.0,30.0,5.0,31.1,14.5,22.2,291,248.7,348,4.3,3.4,2103.3,0,0.0,0
CASE-008202,Freight Corridor,Karnataka,Bengaluru Rural,352.0,516,329,5,37.3,60.2,65.4,33.2,46.0,33.1,62.0,18,25,6,176,3,53.4,53.0,36.0,11.4,72.5,32.9,23.9,329,352.0,516,4.6,7.6,4072.0,0,0.0,0
CASE-008203,Ring Road / Bypass,Gujarat,Rajkot,365.9,572,431,1,62.5,66.5,78.1,38.1,60.8,50.4,70.3,9,11,3,213,5,42.9,64.9,24.0,6.7,42.2,30.9,25.6,431,365.9,572,1.1,2.6,2059.3,0,0.0,0
CASE-008204,Freight Corridor,Karnataka,Belagavi,245.3,311,351,3,59.7,42.7,77.2,46.2,47.2,44.7,73.7,13,14,2,151,3,54.3,52.7,24.0,7.7,60.4,33.2,28.7,351,245.3,311,2.8,4.0,2803.1,1,3.8,114
CASE-008205,Expressway / Highway,Telangana,Medchal,259.6,212,239,2,40.6,51.3,67.2,72.7,43.2,60.7,67.5,11,20,6,52,6,49.9,57.8,30.0,18.1,63.1,24.2,27.2,239,259.6,212,1.9,8.4,3484.2,0,0.0,0
CASE-008206,Ring Road / Bypass,Karnataka,Mysuru,247.5,234,257,4,64.0,65.3,36.2,50.3,54.9,52.0,66.2,12,13,7,102,7,43.7,49.3,24.0,13.0,57.4,35.5,19.2,257,247.5,234,4.0,5.1,3356.5,0,0.0,0
CASE-008207,Port Connectivity,Tamil Nadu,Tiruchirappalli,159.2,309,260,1,80.8,87.8,74.5,82.1,82.0,76.6,82.3,12,17,4,37,2,36.8,28.9,18.0,13.1,33.3,27.3,14.5,260,159.2,309,1.2,6.5,1142.3,0,0.0,0
CASE-008208,Freight Corridor,Tamil Nadu,Krishnagiri,298.0,560,524,2,77.1,66.8,74.8,70.6,59.2,69.3,70.4,10,17,6,123,3,33.8,27.8,30.0,14.8,34.5,24.6,24.9,524,298.0,560,2.4,3.2,2945.5,0,0.0,0
CASE-008209,Expressway / Highway,Karnataka,Tumakuru,258.5,403,344,4,42.7,0.0,37.9,8.1,0.0,2.8,53.0,22,28,11,253,8,88.7,92.3,30.0,21.7,94.5,59.6,41.4,344,258.5,403,4.5,8.1,1593.9,1,18.0,540
CASE-008210,Elevated Expressway,Tamil Nadu,Tiruchirappalli,272.8,525,587,4,64.1,26.3,21.1,42.3,12.3,5.2,57.4,26,45,12,271,5,51.7,78.1,30.0,23.7,66.8,44.1,32.5,587,272.8,525,3.8,7.7,2977.9,1,9.0,270
CASE-008211,Expressway / Highway,Tamil Nadu,Krishnagiri,527.6,980,574,5,76.1,65.1,65.4,56.3,64.1,67.2,92.4,14,15,4,201,3,53.5,53.4,24.0,10.7,64.2,26.4,27.5,574,527.6,980,4.8,2.6,4003.5,0,0.0,0
CASE-008212,Ring Road / Bypass,Kerala,Thrissur,181.3,607,373,3,53.4,36.8,80.9,63.2,37.5,34.5,53.9,15,15,4,110,3,68.9,60.4,24.0,17.6,52.9,38.7,34.2,373,181.3,607,3.5,4.0,1742.7,1,4.0,120
CASE-008213,Ring Road / Bypass,Tamil Nadu,Tiruchirappalli,154.7,219,161,2,74.3,10.7,57.5,23.3,13.4,8.8,48.8,21,33,6,99,7,63.2,86.4,24.0,6.1,45.7,39.8,20.3,161,154.7,219,1.9,20.5,807.9,1,5.5,165
CASE-008214,Freight Corridor,Maharashtra,Aurangabad,174.9,426,311,3,51.6,62.8,79.1,72.1,61.7,68.1,80.6,11,12,3,69,3,43.8,45.9,30.0,19.8,40.2,29.2,18.9,311,174.9,426,3.0,3.9,1395.6,0,0.0,0
CASE-008215,Ring Road / Bypass,Karnataka,Dakshina Kannada,283.7,812,623,5,64.9,1.9,19.2,23.2,4.0,6.7,44.1,28,46,9,300,9,88.4,133.1,24.0,14.7,91.3,40.6,40.3,623,283.7,812,5.0,7.4,4003.1,1,9.8,294
CASE-008216,Freight Corridor,Maharashtra,Pune,262.7,522,508,3,49.1,31.3,72.0,4.3,16.7,23.8,39.9,16,18,5,300,8,94.4,93.7,36.0,12.8,83.5,51.4,42.2,508,262.7,522,3.3,3.5,3023.7,1,4.3,129
CASE-008217,Ring Road / Bypass,Maharashtra,Nashik,480.7,951,654,4,59.3,53.6,82.3,69.8,45.0,58.3,69.1,15,23,4,158,5,56.4,62.2,42.0,10.7,62.8,35.3,17.0,654,480.7,951,4.0,3.5,3364.7,0,0.0,0
CASE-008218,Ring Road / Bypass,Karnataka,Belagavi,137.1,98,110,1,76.9,75.6,94.8,100.0,75.5,65.4,87.4,0,0,0,0,1,5.0,5.8,18.0,8.6,36.0,14.7,4.4,110,137.1,98,1.0,0.0,676.3,0,0.0,0
CASE-008219,Elevated Expressway,Karnataka,Mysuru,265.0,788,569,3,66.2,39.9,79.7,61.3,42.2,41.1,65.5,15,27,4,176,4,57.5,55.3,30.0,14.2,65.5,35.4,24.9,569,265.0,788,2.6,4.7,2991.1,0,0.0,0
CASE-008220,Ring Road / Bypass,Kerala,Thrissur,339.8,739,596,5,54.7,18.0,51.3,13.2,20.6,16.9,49.1,23,26,6,300,6,78.5,98.4,24.0,15.4,73.7,50.9,30.0,596,339.8,739,5.0,4.4,4614.4,1,9.2,276
CASE-008221,Expressway / Highway,Andhra Pradesh,Guntur,238.8,397,463,1,70.3,66.8,100.0,74.6,71.1,77.6,84.9,12,20,0,94,3,35.3,34.4,24.0,13.1,28.8,23.6,20.8,463,238.8,397,1.0,4.3,2462.0,0,0.0,0
CASE-008222,Expressway / Highway,Tamil Nadu,Chennai,125.9,235,191,3,66.8,44.1,66.0,34.2,49.5,32.9,60.7,19,29,5,101,8,60.5,74.4,18.0,6.8,63.2,24.5,20.8,191,125.9,235,2.7,15.2,1118.4,1,5.0,150
CASE-008223,Expressway / Highway,Tamil Nadu,Chennai,233.1,442,318,2,54.6,40.4,70.1,42.6,41.5,41.0,59.6,13,23,5,146,4,52.5,90.1,24.0,11.0,64.0,25.2,30.8,318,233.1,442,1.7,7.2,2944.9,1,2.7,81
CASE-008224,Elevated Expressway,Andhra Pradesh,Nellore,238.4,152,173,3,38.7,45.6,59.8,69.5,46.4,52.2,83.1,6,10,8,42,5,21.4,64.4,24.0,19.7,70.3,29.7,11.9,173,238.4,152,2.5,5.8,2250.0,0,0.0,0
CASE-008225,High-Speed Rail Feeder,Karnataka,Belagavi,228.6,176,160,2,48.7,86.2,77.9,95.8,81.9,68.5,86.9,6,9,4,5,3,29.5,20.1,30.0,5.2,24.8,23.6,6.2,160,228.6,176,2.4,5.6,2985.8,0,0.0,0
CASE-008226,Expressway / Highway,Maharashtra,Nashik,212.4,326,325,3,59.7,96.6,62.5,75.9,73.8,73.1,77.7,9,14,4,63,2,31.4,26.0,18.0,4.0,22.1,21.2,13.8,325,212.4,326,3.3,4.3,2346.6,0,0.0,0
CASE-008227,Freight Corridor,Karnataka,Bengaluru Rural,526.9,391,475,5,74.1,16.3,56.9,12.0,14.1,11.9,49.4,26,29,6,300,4,79.6,84.4,30.0,25.0,72.9,61.6,40.2,475,526.9,391,4.8,6.1,2671.7,1,8.3,249
CASE-008228,Expressway / Highway,Tamil Nadu,Krishnagiri,143.4,213,241,2,44.2,60.9,78.3,74.1,47.2,40.1,78.7,12,21,5,50,3,43.9,51.3,30.0,22.0,43.6,23.5,17.8,241,143.4,213,2.3,8.7,1522.7,0,0.0,0
CASE-008229,High-Speed Rail Feeder,Maharashtra,Pune,207.3,437,442,3,45.7,80.6,91.1,97.6,71.5,87.8,100.0,1,2,1,8,2,8.8,14.2,24.0,12.5,36.4,5.0,18.0,442,207.3,437,2.9,0.5,1799.7,0,0.0,0
CASE-008230,Expressway / Highway,Maharashtra,Nashik,86.5,141,101,1,87.4,89.3,82.0,97.9,93.2,93.3,84.0,7,9,1,2,1,17.8,16.9,24.0,17.2,27.2,31.7,6.3,101,86.5,141,1.0,8.9,828.7,0,0.0,0
CASE-008231,Ring Road / Bypass,Tamil Nadu,Chennai,324.5,1006,577,3,61.4,47.4,65.3,34.3,53.7,54.1,50.7,14,23,6,300,5,64.6,53.1,24.0,18.9,65.2,44.7,28.1,577,324.5,1006,3.0,4.0,3540.6,1,4.8,144
CASE-008232,Expressway / Highway,Maharashtra,Nashik,274.1,822,564,3,50.4,73.6,89.8,60.8,68.8,68.9,59.0,8,11,1,177,3,53.3,33.1,30.0,16.8,61.2,31.1,30.9,564,274.1,822,2.8,2.0,3472.1,0,0.0,0
CASE-008233,Freight Corridor,Kerala,Kozhikode,223.5,776,436,3,59.3,26.2,71.3,16.8,12.9,15.7,43.6,26,29,7,290,5,92.9,95.1,24.0,16.8,80.3,49.7,41.4,436,223.5,776,2.6,6.7,1570.0,1,9.3,279
CASE-008234,Expressway / Highway,Telangana,Medchal,254.7,331,187,2,56.8,75.7,88.1,83.5,71.0,67.1,92.5,7,10,1,25,1,23.3,13.5,24.0,12.1,62.0,5.0,11.7,187,254.7,331,1.7,5.3,2111.4,0,0.0,0
CASE-008235,Freight Corridor,Tamil Nadu,Salem,245.2,545,413,2,59.2,68.6,61.0,51.0,67.9,76.1,72.5,15,25,4,162,3,41.8,64.2,36.0,10.7,51.9,30.8,19.2,413,245.2,545,1.8,6.1,1488.1,0,0.0,0
CASE-008236,Freight Corridor,Maharashtra,Aurangabad,481.0,532,521,3,64.1,25.0,76.3,48.9,24.8,21.1,55.0,9,10,2,213,7,48.9,70.3,24.0,9.6,46.8,44.9,25.4,521,481.0,532,3.1,1.9,4557.9,0,0.0,0
CASE-008237,Freight Corridor,Telangana,Warangal,425.2,1489,869,5,52.4,33.0,88.7,0.0,13.6,12.7,43.9,18,25,1,300,4,85.1,85.6,42.0,10.7,93.8,39.6,41.2,869,425.2,1489,5.0,2.9,4566.8,1,6.6,198
CASE-008238,Expressway / Highway,Kerala,Ernakulam,193.6,226,169,2,70.5,45.1,59.9,7.0,26.4,18.6,50.0,28,35,6,126,5,98.0,87.2,48.0,15.2,71.3,50.2,39.5,169,193.6,226,1.6,20.7,1008.3,1,5.0,150
CASE-008239,Freight Corridor,Telangana,Medchal,316.7,288,303,3,51.6,68.4,79.4,66.7,68.8,66.7,68.6,8,13,3,81,8,41.8,61.1,36.0,6.7,49.3,24.3,33.0,303,316.7,288,3.3,4.3,2799.8,0,0.0,0
CASE-008240,Elevated Expressway,Tamil Nadu,Chennai,225.3,369,313,3,68.2,49.1,72.5,26.8,33.9,29.7,54.2,14,24,2,183,6,64.4,73.4,48.0,9.3,73.0,43.4,42.5,313,225.3,369,3.4,7.7,1569.8,1,6.3,189
CASE-008241,Port Connectivity,Telangana,Medchal,112.7,144,127,2,60.5,67.2,56.5,69.6,63.4,63.6,65.3,15,24,6,31,6,47.8,49.1,36.0,8.6,32.7,34.8,18.5,127,112.7,144,1.7,18.9,1110.0,0,0.0,0
CASE-008242,Port Connectivity,Telangana,Rangareddy,181.2,247,213,3,79.2,35.3,59.7,51.6,30.8,34.1,65.9,16,26,6,82,3,52.6,51.6,36.0,7.8,76.3,50.1,17.7,213,181.2,247,2.5,12.2,1922.7,1,1.4,42
CASE-008243,Freight Corridor,Tamil Nadu,Tiruchirappalli,251.0,289,321,4,70.7,54.0,76.6,61.1,48.7,44.5,54.8,14,25,4,100,6,52.2,51.6,30.0,15.1,60.8,33.9,24.9,321,251.0,289,4.3,7.8,2690.6,0,0.0,0
CASE-008244,Port Connectivity,Karnataka,Dakshina Kannada,331.7,347,275,3,70.5,89.6,74.3,73.9,84.6,75.2,83.5,8,13,3,57,3,40.8,21.5,30.0,15.9,40.6,10.4,9.6,275,331.7,347,3.2,4.7,1595.0,0,0.0,0
CASE-008245,Freight Corridor,Karnataka,Bengaluru Rural,274.1,274,207,2,64.6,46.3,73.6,48.9,42.6,34.3,59.7,18,25,4,85,4,67.4,66.8,30.0,15.9,69.7,31.7,33.3,207,274.1,274,1.8,12.1,2230.2,1,2.2,66
CASE-008246,Expressway / Highway,Telangana,Medchal,244.8,372,222,4,52.1,100.0,72.8,85.6,95.6,93.3,94.8,6,10,2,26,2,8.0,12.5,36.0,13.4,24.6,12.3,12.2,222,244.8,372,4.0,4.5,2293.9,0,0.0,0
CASE-008247,Freight Corridor,Tamil Nadu,Madurai,311.3,392,453,1,57.6,77.9,48.3,63.5,63.3,57.3,72.3,12,13,8,132,5,21.8,37.9,18.0,8.9,49.8,39.3,19.1,453,311.3,392,1.2,2.9,3585.0,0,0.0,0
CASE-008248,Expressway / Highway,Telangana,Medchal,220.8,441,274,2,55.5,100.0,79.4,92.5,96.6,89.7,96.3,7,8,2,16,1,19.4,7.7,42.0,19.6,16.9,17.8,13.1,274,220.8,441,1.7,2.9,1216.4,0,0.0,0
CASE-008249,Expressway / Highway,Andhra Pradesh,Visakhapatnam,141.0,334,234,3,69.0,20.2,31.3,20.3,15.9,12.3,35.4,25,35,11,149,5,71.6,74.3,24.0,4.1,67.5,38.9,35.4,234,141.0,334,2.8,15.0,1922.8,1,10.9,327
CASE-008250,Expressway / Highway,Kerala,Palakkad,211.9,640,362,2,60.5,53.6,78.9,51.6,54.8,57.6,68.7,14,20,3,140,6,43.4,52.1,24.0,20.3,54.2,34.6,23.9,362,211.9,640,2.2,5.5,1177.1,0,0.0,0
CASE-008251,Expressway / Highway,Gujarat,Surat,233.3,611,375,2,75.3,55.3,49.5,30.4,32.5,19.0,51.8,22,37,8,209,6,65.3,72.1,18.0,14.3,61.3,39.5,29.9,375,233.3,611,1.9,9.9,1330.8,1,6.9,207
CASE-008252,Freight Corridor,Gujarat,Vadodara,401.9,484,387,3,62.5,25.3,31.5,0.0,9.3,14.3,37.7,25,41,10,300,3,83.8,107.7,42.0,30.8,84.7,47.8,37.9,387,401.9,484,2.6,10.6,2922.3,1,7.9,237
CASE-008253,Ring Road / Bypass,Tamil Nadu,Tiruchirappalli,334.0,842,533,4,51.8,53.7,77.4,47.3,51.2,46.6,53.1,13,20,3,225,6,47.3,79.5,18.0,8.3,54.7,43.1,13.7,533,334.0,842,4.0,3.8,2931.2,1,2.1,63
CASE-008254,Ring Road / Bypass,Telangana,Warangal,286.6,741,430,3,59.6,17.0,64.7,53.2,16.9,22.9,30.6,22,23,6,161,5,81.9,67.8,36.0,14.5,64.2,51.3,33.5,430,286.6,741,3.4,5.3,1551.0,1,9.7,291
CASE-008255,Elevated Expressway,Karnataka,Mysuru,150.5,316,244,3,60.6,43.4,66.7,62.3,45.7,51.9,47.6,11,16,3,74,1,46.7,60.7,36.0,27.3,57.9,32.5,22.8,244,150.5,316,2.8,6.6,856.0,0,0.0,0
CASE-008256,Expressway / Highway,Andhra Pradesh,Chittoor,441.5,470,441,4,56.2,5.1,37.8,27.6,4.7,8.9,28.0,17,18,12,255,10,72.6,82.7,42.0,20.5,90.3,50.3,37.1,441,441.5,470,3.8,4.1,5481.9,1,6.4,192
CASE-008257,Expressway / Highway,Karnataka,Belagavi,354.4,931,773,5,40.9,11.1,48.0,24.3,11.4,12.0,47.3,16,18,8,300,10,83.5,79.4,24.0,8.7,69.9,52.3,32.4,773,354.4,931,4.6,2.3,2638.5,1,6.9,207
CASE-008258,High-Speed Rail Feeder,Gujarat,Vadodara,174.3,465,380,2,61.0,50.6,93.5,67.9,55.1,57.0,85.6,9,9,2,98,0,35.3,33.7,36.0,27.8,41.0,28.5,20.1,380,174.3,465,1.6,2.4,2403.2,0,0.0,0
CASE-008259,Freight Corridor,Telangana,Warangal,240.4,676,482,3,62.0,26.0,49.4,0.0,14.9,3.4,28.9,23,34,8,300,7,80.8,94.4,24.0,5.5,73.0,58.1,46.2,482,240.4,676,2.6,7.1,2362.1,1,6.2,186
CASE-008260,Port Connectivity,Kerala,Thiruvananthapuram,240.3,289,236,2,56.5,80.9,87.0,98.9,83.4,85.3,83.8,7,10,2,2,0,19.7,30.9,30.0,19.3,21.6,13.7,16.2,236,240.3,289,2.1,4.2,3191.6,0,0.0,0
CASE-008261,Freight Corridor,Tamil Nadu,Krishnagiri,248.1,627,448,4,58.3,56.5,82.4,45.3,36.7,22.7,63.7,17,28,3,196,7,68.3,90.8,36.0,30.0,46.6,41.6,29.5,448,248.1,627,3.9,6.2,3033.0,0,0.0,0
CASE-008262,Freight Corridor,Tamil Nadu,Chennai,389.2,260,312,4,61.5,55.2,66.8,75.8,50.7,48.4,53.5,13,20,4,60,4,54.4,78.4,30.0,21.8,55.0,39.9,26.8,312,389.2,260,4.0,6.4,2456.5,1,4.4,132
CASE-008263,Expressway / Highway,Kerala,Thiruvananthapuram,243.7,593,504,2,70.7,51.3,39.9,29.6,40.7,39.0,51.4,18,21,9,284,4,75.4,77.5,24.0,7.8,69.3,35.6,24.0,504,243.7,593,2.3,4.2,3007.9,1,2.5,75
CASE-008264,Elevated Expressway,Tamil Nadu,Chennai,246.1,347,236,3,61.2,37.2,42.6,46.3,22.0,25.1,53.7,20,26,7,101,3,73.7,68.8,36.0,14.9,68.9,45.2,31.0,236,246.1,347,3.5,11.0,2210.2,1,5.2,156
CASE-008265,Expressway / Highway,Kerala,Thiruvananthapuram,440.4,524,575,4,47.7,11.1,60.0,0.0,11.3,10.9,41.1,26,27,6,300,8,87.5,95.1,42.0,6.7,79.3,52.8,28.3,575,440.4,524,4.4,4.7,3553.7,1,9.0,270
CASE-008266,Freight Corridor,Tamil Nadu,Tiruchirappalli,344.5,569,561,3,50.1,46.9,68.4,58.2,55.2,69.4,83.5,8,8,4,188,1,40.3,42.1,30.0,11.3,52.4,9.9,22.5,561,344.5,569,2.7,1.4,2957.4,0,0.0,0
CASE-008267,Ring Road / Bypass,Telangana,Sangareddy,337.5,612,400,4,70.0,57.0,86.4,65.4,64.3,67.2,65.0,10,12,2,111,0,49.0,60.5,18.0,8.8,48.9,35.8,22.7,400,337.5,612,4.2,3.0,1817.5,0,0.0,0
CASE-008268,Ring Road / Bypass,Karnataka,Bengaluru Rural,324.3,465,318,4,64.8,44.8,62.3,38.7,57.7,53.7,49.8,12,15,5,156,2,63.4,58.6,42.0,35.0,60.2,30.5,27.4,318,324.3,465,3.9,4.7,4558.9,1,4.3,129
CASE-008269,Elevated Expressway,Telangana,Rangareddy,201.4,431,376,4,45.9,85.5,89.2,98.1,90.0,70.7,69.6,7,12,1,6,2,24.3,35.6,24.0,19.1,47.9,26.6,15.3,376,201.4,431,3.6,3.2,1649.8,0,0.0,0
CASE-008270,Expressway / Highway,Telangana,Warangal,182.2,620,346,3,55.2,75.1,83.4,94.8,78.9,84.5,91.2,5,5,1,14,0,45.5,19.7,24.0,9.6,23.0,35.3,12.4,346,182.2,620,3.1,1.4,2099.0,0,0.0,0
CASE-008271,Ring Road / Bypass,Karnataka,Bengaluru Rural,240.2,364,328,5,71.4,49.0,65.7,37.8,50.9,37.3,49.6,18,24,4,163,7,55.3,85.7,30.0,16.5,62.5,45.7,27.4,328,240.2,364,4.8,7.3,3313.6,1,2.7,81
CASE-008272,Freight Corridor,Tamil Nadu,Tiruchirappalli,209.9,237,226,3,51.0,32.2,46.4,59.8,32.0,39.2,74.3,13,21,8,73,1,54.2,58.1,30.0,25.5,45.7,22.2,18.5,226,209.9,237,3.1,9.3,1843.9,1,5.6,168
CASE-008273,Expressway / Highway,Tamil Nadu,Tiruchirappalli,234.4,464,407,2,98.0,82.4,53.7,64.7,76.1,75.9,83.4,8,10,7,115,7,37.5,64.3,30.0,19.3,57.1,26.1,19.1,407,234.4,464,2.0,2.5,2463.6,0,0.0,0
CASE-008274,Port Connectivity,Maharashtra,Nashik,199.2,630,406,3,67.1,51.8,53.1,47.5,49.7,49.4,51.7,11,18,5,171,4,64.9,52.3,18.0,13.3,66.5,36.8,22.3,406,199.2,630,2.8,4.4,2620.2,0,0.0,0
CASE-008275,Freight Corridor,Maharashtra,Pune,227.7,383,429,2,67.6,46.2,98.0,62.0,44.8,39.0,72.0,10,13,1,130,5,49.2,42.8,30.0,10.2,40.0,24.1,24.0,429,227.7,383,1.9,3.0,1708.7,0,0.0,0
CASE-008276,Ring Road / Bypass,Kerala,Kozhikode,442.2,720,662,3,72.3,32.6,71.5,48.9,28.7,29.6,70.4,16,16,6,271,8,65.9,69.3,42.0,32.4,62.4,44.4,30.0,662,442.2,720,3.3,2.4,2797.7,1,4.8,144
CASE-008277,High-Speed Rail Feeder,Maharashtra,Pune,222.1,217,154,4,51.0,37.5,78.3,57.4,29.1,21.1,60.5,21,34,3,52,9,67.0,64.9,18.0,12.7,67.8,43.8,25.5,154,222.1,217,4.4,22.1,1136.4,1,6.4,192
CASE-008278,Freight Corridor,Karnataka,Bengaluru Rural,304.8,1051,631,5,67.7,39.0,39.3,70.6,18.0,9.2,64.3,20,29,8,148,12,78.5,60.5,24.0,17.8,58.1,41.6,27.3,631,304.8,1051,4.8,4.6,2287.3,1,5.1,153
CASE-008279,Elevated Expressway,Karnataka,Belagavi,394.5,1001,810,4,66.8,72.5,64.6,49.3,60.1,61.6,70.4,10,13,6,300,5,58.7,45.0,18.0,8.2,47.3,25.3,18.0,810,394.5,1001,4.1,1.6,3043.9,0,0.0,0
CASE-008280,Port Connectivity,Tamil Nadu,Salem,129.0,153,130,2,69.0,84.2,62.0,97.3,91.0,89.6,84.1,4,6,4,3,1,17.6,48.5,42.0,13.3,33.3,5.0,13.4,130,129.0,153,2.4,4.6,1422.3,0,0.0,0
CASE-008281,Ring Road / Bypass,Karnataka,Mysuru,272.0,532,462,3,66.9,35.9,84.1,51.4,40.4,46.6,54.0,10,16,2,180,9,52.3,48.6,36.0,21.9,52.3,30.4,26.6,462,272.0,532,3.3,3.5,2697.2,0,0.0,0
CASE-008282,Elevated Expressway,Gujarat,Bharuch,236.0,241,283,5,78.0,47.2,62.2,61.6,60.3,45.6,77.6,10,17,5,87,6,63.1,71.9,30.0,8.4,71.0,20.9,19.8,283,236.0,241,4.8,6.0,1688.3,0,0.0,0
CASE-008283,Expressway / Highway,Andhra Pradesh,Guntur,273.4,452,260,5,68.6,18.4,48.7,26.3,7.7,0.0,34.5,23,32,8,153,9,76.1,103.3,48.0,38.2,103.7,59.6,48.9,260,273.4,452,4.6,12.3,3503.7,1,6.6,198
CASE-008284,Elevated Expressway,Karnataka,Bengaluru Rural,379.6,198,234,5,47.3,0.0,47.9,13.1,3.1,1.7,36.0,24,26,8,163,7,68.1,91.4,24.0,10.1,82.1,55.9,38.6,234,379.6,198,5.0,11.1,3748.9,1,14.0,420
CASE-008285,Freight Corridor,Maharashtra,Nashik,208.9,336,247,3,54.2,35.4,52.4,52.5,32.1,21.2,56.7,15,16,7,94,8,52.2,76.7,24.0,7.5,52.9,34.0,35.3,247,208.9,336,2.6,6.5,1010.5,1,3.0,90
CASE-008286,Port Connectivity,Andhra Pradesh,Guntur,228.2,341,214,4,69.6,100.0,72.1,98.3,97.7,91.7,91.2,0,0,2,3,2,5.0,11.7,30.0,11.6,20.3,17.8,8.4,214,228.2,341,4.3,0.0,1090.5,0,0.0,0
CASE-008287,Freight Corridor,Maharashtra,Nagpur,234.4,249,150,4,59.0,83.4,87.1,77.0,77.5,76.4,60.0,10,15,2,28,3,28.1,39.1,24.0,9.3,35.3,23.1,7.8,150,234.4,249,4.0,10.0,2241.9,0,0.0,0
CASE-008288,Elevated Expressway,Tamil Nadu,Salem,89.8,128,130,1,69.9,49.1,80.7,62.0,52.7,42.1,79.3,17,24,3,40,4,39.5,40.6,24.0,19.7,70.4,44.0,25.5,130,89.8,128,1.2,18.5,1049.4,1,2.8,84
CASE-008289,Elevated Expressway,Tamil Nadu,Chennai,118.8,96,115,2,61.6,73.7,56.3,83.9,71.3,74.3,76.8,12,13,5,15,2,43.4,27.0,24.0,15.7,69.3,32.0,15.2,115,118.8,96,1.7,11.3,599.7,0,0.0,0
CASE-008290,Ring Road / Bypass,Maharashtra,Nashik,150.4,364,232,4,53.2,22.9,30.5,26.8,21.0,21.0,42.6,21,30,9,136,8,68.0,76.2,24.0,6.0,80.9,36.3,28.6,232,150.4,364,3.7,12.9,1888.9,1,8.1,243
CASE-008291,Ring Road / Bypass,Gujarat,Rajkot,423.7,463,538,3,68.0,77.7,83.2,31.5,58.9,45.5,72.7,17,23,5,295,6,60.9,110.5,18.0,12.1,70.9,31.6,13.3,538,423.7,463,2.7,4.3,2320.7,1,1.1,33
CASE-008292,Port Connectivity,Telangana,Sangareddy,314.8,447,361,2,65.9,41.2,86.7,41.3,27.4,31.7,59.8,16,23,2,170,3,54.4,50.0,24.0,9.0,42.4,32.0,27.4,361,314.8,447,2.3,6.4,3824.2,1,2.9,87
